gutenberg_id,text,title
174,actor's craft is the type.  All art is at once surface and symbol.,The Picture of Dorian Gray
174,Those who go beneath the surface do so at their peril.  Those who read,The Picture of Dorian Gray
174,"the symbol do so at their peril.  It is the spectator, and not life,",The Picture of Dorian Gray
174,that art really mirrors.  Diversity of opinion about a work of art,The Picture of Dorian Gray
174,"shows that the work is new, complex, and vital.  When critics disagree,",The Picture of Dorian Gray
174,the artist is in accord with himself.  We can forgive a man for making,The Picture of Dorian Gray
174,a useful thing as long as he does not admire it.  The only excuse for,The Picture of Dorian Gray
174,making a useless thing is that one admires it intensely.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,               All art is quite useless.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,                            OSCAR WILDE,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,CHAPTER 1,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"The studio was filled with the rich odour of roses, and when the light",The Picture of Dorian Gray
174,"summer wind stirred amidst the trees of the garden, there came through",The Picture of Dorian Gray
174,"the open door the heavy scent of the lilac, or the more delicate",The Picture of Dorian Gray
174,perfume of the pink-flowering thorn.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,From the corner of the divan of Persian saddle-bags on which he was,The Picture of Dorian Gray
174,"lying, smoking, as was his custom, innumerable cigarettes, Lord Henry",The Picture of Dorian Gray
174,Wotton could just catch the gleam of the honey-sweet and honey-coloured,The Picture of Dorian Gray
174,"blossoms of a laburnum, whose tremulous branches seemed hardly able to",The Picture of Dorian Gray
174,bear the burden of a beauty so flamelike as theirs; and now and then,The Picture of Dorian Gray
174,the fantastic shadows of birds in flight flitted across the long,The Picture of Dorian Gray
174,"tussore-silk curtains that were stretched in front of the huge window,",The Picture of Dorian Gray
174,"producing a kind of momentary Japanese effect, and making him think of",The Picture of Dorian Gray
174,"those pallid, jade-faced painters of Tokyo who, through the medium of",The Picture of Dorian Gray
174,"an art that is necessarily immobile, seek to convey the sense of",The Picture of Dorian Gray
174,swiftness and motion.  The sullen murmur of the bees shouldering their,The Picture of Dorian Gray
174,"way through the long unmown grass, or circling with monotonous",The Picture of Dorian Gray
174,"insistence round the dusty gilt horns of the straggling woodbine,",The Picture of Dorian Gray
174,seemed to make the stillness more oppressive.  The dim roar of London,The Picture of Dorian Gray
174,was like the bourdon note of a distant organ.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"In the centre of the room, clamped to an upright easel, stood the",The Picture of Dorian Gray
174,"full-length portrait of a young man of extraordinary personal beauty,",The Picture of Dorian Gray
174,"and in front of it, some little distance away, was sitting the artist",The Picture of Dorian Gray
174,"himself, Basil Hallward, whose sudden disappearance some years ago",The Picture of Dorian Gray
174,"caused, at the time, such public excitement and gave rise to so many",The Picture of Dorian Gray
174,strange conjectures.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,As the painter looked at the gracious and comely form he had so,The Picture of Dorian Gray
174,"skilfully mirrored in his art, a smile of pleasure passed across his",The Picture of Dorian Gray
174,"face, and seemed about to linger there.  But he suddenly started up,",The Picture of Dorian Gray
174,"and closing his eyes, placed his fingers upon the lids, as though he",The Picture of Dorian Gray
174,sought to imprison within his brain some curious dream from which he,The Picture of Dorian Gray
174,feared he might awake.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""It is your best work, Basil, the best thing you have ever done,"" said",The Picture of Dorian Gray
174,"Lord Henry languidly.  ""You must certainly send it next year to the",The Picture of Dorian Gray
174,Grosvenor.  The Academy is too large and too vulgar.  Whenever I have,The Picture of Dorian Gray
174,"gone there, there have been either so many people that I have not been",The Picture of Dorian Gray
174,"able to see the pictures, which was dreadful, or so many pictures that",The Picture of Dorian Gray
174,"I have not been able to see the people, which was worse.  The Grosvenor",The Picture of Dorian Gray
174,"is really the only place.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I don't think I shall send it anywhere,"" he answered, tossing his head",The Picture of Dorian Gray
174,back in that odd way that used to make his friends laugh at him at,The Picture of Dorian Gray
174,"Oxford.  ""No, I won't send it anywhere.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,Lord Henry elevated his eyebrows and looked at him in amazement through,The Picture of Dorian Gray
174,the thin blue wreaths of smoke that curled up in such fanciful whorls,The Picture of Dorian Gray
174,"from his heavy, opium-tainted cigarette.  ""Not send it anywhere?  My",The Picture of Dorian Gray
174,"dear fellow, why?  Have you any reason?  What odd chaps you painters",The Picture of Dorian Gray
174,are!  You do anything in the world to gain a reputation.  As soon as,The Picture of Dorian Gray
174,"you have one, you seem to want to throw it away.  It is silly of you,",The Picture of Dorian Gray
174,"for there is only one thing in the world worse than being talked about,",The Picture of Dorian Gray
174,and that is not being talked about.  A portrait like this would set you,The Picture of Dorian Gray
174,"far above all the young men in England, and make the old men quite",The Picture of Dorian Gray
174,"jealous, if old men are ever capable of any emotion.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I know you will laugh at me,"" he replied, ""but I really can't exhibit",The Picture of Dorian Gray
174,"it.  I have put too much of myself into it.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,Lord Henry stretched himself out on the divan and laughed.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Yes, I knew you would; but it is quite true, all the same.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Too much of yourself in it! Upon my word, Basil, I didn't know you",The Picture of Dorian Gray
174,"were so vain; and I really can't see any resemblance between you, with",The Picture of Dorian Gray
174,"your rugged strong face and your coal-black hair, and this young",The Picture of Dorian Gray
174,"Adonis, who looks as if he was made out of ivory and rose-leaves. Why,",The Picture of Dorian Gray
174,"my dear Basil, he is a Narcissus, and you--well, of course you have an",The Picture of Dorian Gray
174,"intellectual expression and all that.  But beauty, real beauty, ends",The Picture of Dorian Gray
174,where an intellectual expression begins.  Intellect is in itself a mode,The Picture of Dorian Gray
174,"of exaggeration, and destroys the harmony of any face.  The moment one",The Picture of Dorian Gray
174,"sits down to think, one becomes all nose, or all forehead, or something",The Picture of Dorian Gray
174,horrid.  Look at the successful men in any of the learned professions.,The Picture of Dorian Gray
174,"How perfectly hideous they are!  Except, of course, in the Church.  But",The Picture of Dorian Gray
174,then in the Church they don't think.  A bishop keeps on saying at the,The Picture of Dorian Gray
174,"age of eighty what he was told to say when he was a boy of eighteen,",The Picture of Dorian Gray
174,and as a natural consequence he always looks absolutely delightful.,The Picture of Dorian Gray
174,"Your mysterious young friend, whose name you have never told me, but",The Picture of Dorian Gray
174,"whose picture really fascinates me, never thinks.  I feel quite sure of",The Picture of Dorian Gray
174,that.  He is some brainless beautiful creature who should be always,The Picture of Dorian Gray
174,"here in winter when we have no flowers to look at, and always here in",The Picture of Dorian Gray
174,summer when we want something to chill our intelligence.  Don't flatter,The Picture of Dorian Gray
174,"yourself, Basil:  you are not in the least like him.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""You don't understand me, Harry,"" answered the artist.  ""Of course I am",The Picture of Dorian Gray
174,"not like him.  I know that perfectly well.  Indeed, I should be sorry",The Picture of Dorian Gray
174,to look like him.  You shrug your shoulders?  I am telling you the,The Picture of Dorian Gray
174,truth.  There is a fatality about all physical and intellectual,The Picture of Dorian Gray
174,"distinction, the sort of fatality that seems to dog through history the",The Picture of Dorian Gray
174,faltering steps of kings.  It is better not to be different from one's,The Picture of Dorian Gray
174,fellows.  The ugly and the stupid have the best of it in this world.,The Picture of Dorian Gray
174,They can sit at their ease and gape at the play.  If they know nothing,The Picture of Dorian Gray
174,"of victory, they are at least spared the knowledge of defeat.  They",The Picture of Dorian Gray
174,"live as we all should live--undisturbed, indifferent, and without",The Picture of Dorian Gray
174,"disquiet.  They neither bring ruin upon others, nor ever receive it",The Picture of Dorian Gray
174,"from alien hands.  Your rank and wealth, Harry; my brains, such as they",The Picture of Dorian Gray
174,"are--my art, whatever it may be worth; Dorian Gray's good looks--we",The Picture of Dorian Gray
174,"shall all suffer for what the gods have given us, suffer terribly.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Dorian Gray?  Is that his name?"" asked Lord Henry, walking across the",The Picture of Dorian Gray
174,studio towards Basil Hallward.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Yes, that is his name.  I didn't intend to tell it to you.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""But why not?""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Oh, I can't explain.  When I like people immensely, I never tell their",The Picture of Dorian Gray
174,names to any one.  It is like surrendering a part of them.  I have,The Picture of Dorian Gray
174,grown to love secrecy.  It seems to be the one thing that can make,The Picture of Dorian Gray
174,modern life mysterious or marvellous to us.  The commonest thing is,The Picture of Dorian Gray
174,delightful if one only hides it.  When I leave town now I never tell my,The Picture of Dorian Gray
174,"people where I am going.  If I did, I would lose all my pleasure.  It",The Picture of Dorian Gray
174,"is a silly habit, I dare say, but somehow it seems to bring a great",The Picture of Dorian Gray
174,deal of romance into one's life.  I suppose you think me awfully,The Picture of Dorian Gray
174,"foolish about it?""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Not at all,"" answered Lord Henry, ""not at all, my dear Basil.  You",The Picture of Dorian Gray
174,"seem to forget that I am married, and the one charm of marriage is that",The Picture of Dorian Gray
174,it makes a life of deception absolutely necessary for both parties.  I,The Picture of Dorian Gray
174,"never know where my wife is, and my wife never knows what I am doing.",The Picture of Dorian Gray
174,"When we meet--we do meet occasionally, when we dine out together, or go",The Picture of Dorian Gray
174,down to the Duke's--we tell each other the most absurd stories with the,The Picture of Dorian Gray
174,"most serious faces.  My wife is very good at it--much better, in fact,",The Picture of Dorian Gray
174,"than I am.  She never gets confused over her dates, and I always do.",The Picture of Dorian Gray
174,"But when she does find me out, she makes no row at all.  I sometimes",The Picture of Dorian Gray
174,"wish she would; but she merely laughs at me.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I hate the way you talk about your married life, Harry,"" said Basil",The Picture of Dorian Gray
174,"Hallward, strolling towards the door that led into the garden.  ""I",The Picture of Dorian Gray
174,"believe that you are really a very good husband, but that you are",The Picture of Dorian Gray
174,thoroughly ashamed of your own virtues.  You are an extraordinary,The Picture of Dorian Gray
174,"fellow.  You never say a moral thing, and you never do a wrong thing.",The Picture of Dorian Gray
174,"Your cynicism is simply a pose.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Being natural is simply a pose, and the most irritating pose I know,""",The Picture of Dorian Gray
174,"cried Lord Henry, laughing; and the two young men went out into the",The Picture of Dorian Gray
174,garden together and ensconced themselves on a long bamboo seat that,The Picture of Dorian Gray
174,stood in the shade of a tall laurel bush.  The sunlight slipped over,The Picture of Dorian Gray
174,"the polished leaves.  In the grass, white daisies were tremulous.",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"After a pause, Lord Henry pulled out his watch.  ""I am afraid I must be",The Picture of Dorian Gray
174,"going, Basil,"" he murmured, ""and before I go, I insist on your",The Picture of Dorian Gray
174,"answering a question I put to you some time ago.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""What is that?"" said the painter, keeping his eyes fixed on the ground.",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""You know quite well.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I do not, Harry.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Well, I will tell you what it is.  I want you to explain to me why you",The Picture of Dorian Gray
174,"won't exhibit Dorian Gray's picture.  I want the real reason.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I told you the real reason.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""No, you did not.  You said it was because there was too much of",The Picture of Dorian Gray
174,"yourself in it.  Now, that is childish.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Harry,"" said Basil Hallward, looking him straight in the face, ""every",The Picture of Dorian Gray
174,"portrait that is painted with feeling is a portrait of the artist, not",The Picture of Dorian Gray
174,"of the sitter.  The sitter is merely the accident, the occasion.  It is",The Picture of Dorian Gray
174,"not he who is revealed by the painter; it is rather the painter who, on",The Picture of Dorian Gray
174,"the coloured canvas, reveals himself.  The reason I will not exhibit",The Picture of Dorian Gray
174,this picture is that I am afraid that I have shown in it the secret of,The Picture of Dorian Gray
174,"my own soul.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"Lord Henry laughed.  ""And what is that?"" he asked.",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I will tell you,"" said Hallward; but an expression of perplexity came",The Picture of Dorian Gray
174,over his face.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I am all expectation, Basil,"" continued his companion, glancing at him.",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Oh, there is really very little to tell, Harry,"" answered the painter;",The Picture of Dorian Gray
174,"""and I am afraid you will hardly understand it.  Perhaps you will",The Picture of Dorian Gray
174,"hardly believe it.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"Lord Henry smiled, and leaning down, plucked a pink-petalled daisy from",The Picture of Dorian Gray
174,"the grass and examined it.  ""I am quite sure I shall understand it,"" he",The Picture of Dorian Gray
174,"replied, gazing intently at the little golden, white-feathered disk,",The Picture of Dorian Gray
174,"""and as for believing things, I can believe anything, provided that it",The Picture of Dorian Gray
174,"is quite incredible.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"The wind shook some blossoms from the trees, and the heavy",The Picture of Dorian Gray
174,"lilac-blooms, with their clustering stars, moved to and fro in the",The Picture of Dorian Gray
174,"languid air.  A grasshopper began to chirrup by the wall, and like a",The Picture of Dorian Gray
174,blue thread a long thin dragon-fly floated past on its brown gauze,The Picture of Dorian Gray
174,wings.  Lord Henry felt as if he could hear Basil Hallward's heart,The Picture of Dorian Gray
174,"beating, and wondered what was coming.",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""The story is simply this,"" said the painter after some time.  ""Two",The Picture of Dorian Gray
174,months ago I went to a crush at Lady Brandon's. You know we poor,The Picture of Dorian Gray
174,"artists have to show ourselves in society from time to time, just to",The Picture of Dorian Gray
174,remind the public that we are not savages.  With an evening coat and a,The Picture of Dorian Gray
174,"white tie, as you told me once, anybody, even a stock-broker, can gain",The Picture of Dorian Gray
174,"a reputation for being civilized.  Well, after I had been in the room",The Picture of Dorian Gray
174,"about ten minutes, talking to huge overdressed dowagers and tedious",The Picture of Dorian Gray
174,"academicians, I suddenly became conscious that some one was looking at",The Picture of Dorian Gray
174,me.  I turned half-way round and saw Dorian Gray for the first time.,The Picture of Dorian Gray
174,"When our eyes met, I felt that I was growing pale.  A curious sensation",The Picture of Dorian Gray
174,of terror came over me.  I knew that I had come face to face with some,The Picture of Dorian Gray
174,"one whose mere personality was so fascinating that, if I allowed it to",The Picture of Dorian Gray
174,"do so, it would absorb my whole nature, my whole soul, my very art",The Picture of Dorian Gray
174,itself.  I did not want any external influence in my life.  You know,The Picture of Dorian Gray
174,"yourself, Harry, how independent I am by nature.  I have always been my",The Picture of Dorian Gray
174,"own master; had at least always been so, till I met Dorian Gray.",The Picture of Dorian Gray
174,Then--but I don't know how to explain it to you.  Something seemed to,The Picture of Dorian Gray
174,tell me that I was on the verge of a terrible crisis in my life.  I had,The Picture of Dorian Gray
174,a strange feeling that fate had in store for me exquisite joys and,The Picture of Dorian Gray
174,exquisite sorrows.  I grew afraid and turned to quit the room.  It was,The Picture of Dorian Gray
174,not conscience that made me do so:  it was a sort of cowardice.  I take,The Picture of Dorian Gray
174,"no credit to myself for trying to escape.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Conscience and cowardice are really the same things, Basil.",The Picture of Dorian Gray
174,"Conscience is the trade-name of the firm.  That is all.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I don't believe that, Harry, and I don't believe you do either.",The Picture of Dorian Gray
174,"However, whatever was my motive--and it may have been pride, for I used",The Picture of Dorian Gray
174,"to be very proud--I certainly struggled to the door.  There, of course,",The Picture of Dorian Gray
174,I stumbled against Lady Brandon.  'You are not going to run away so,The Picture of Dorian Gray
174,"soon, Mr. Hallward?' she screamed out.  You know her curiously shrill",The Picture of Dorian Gray
174,"voice?""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Yes; she is a peacock in everything but beauty,"" said Lord Henry,",The Picture of Dorian Gray
174,pulling the daisy to bits with his long nervous fingers.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I could not get rid of her.  She brought me up to royalties, and",The Picture of Dorian Gray
174,"people with stars and garters, and elderly ladies with gigantic tiaras",The Picture of Dorian Gray
174,and parrot noses.  She spoke of me as her dearest friend.  I had only,The Picture of Dorian Gray
174,"met her once before, but she took it into her head to lionize me.  I",The Picture of Dorian Gray
174,"believe some picture of mine had made a great success at the time, at",The Picture of Dorian Gray
174,"least had been chattered about in the penny newspapers, which is the",The Picture of Dorian Gray
174,nineteenth-century standard of immortality.  Suddenly I found myself,The Picture of Dorian Gray
174,face to face with the young man whose personality had so strangely,The Picture of Dorian Gray
174,"stirred me.  We were quite close, almost touching.  Our eyes met again.",The Picture of Dorian Gray
174,"It was reckless of me, but I asked Lady Brandon to introduce me to him.",The Picture of Dorian Gray
174,"Perhaps it was not so reckless, after all.  It was simply inevitable.",The Picture of Dorian Gray
174,We would have spoken to each other without any introduction.  I am sure,The Picture of Dorian Gray
174,"of that.  Dorian told me so afterwards.  He, too, felt that we were",The Picture of Dorian Gray
174,"destined to know each other.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""And how did Lady Brandon describe this wonderful young man?"" asked his",The Picture of Dorian Gray
174,"companion.  ""I know she goes in for giving a rapid _precis_ of all her",The Picture of Dorian Gray
174,guests.  I remember her bringing me up to a truculent and red-faced old,The Picture of Dorian Gray
174,"gentleman covered all over with orders and ribbons, and hissing into my",The Picture of Dorian Gray
174,"ear, in a tragic whisper which must have been perfectly audible to",The Picture of Dorian Gray
174,"everybody in the room, the most astounding details.  I simply fled.  I",The Picture of Dorian Gray
174,like to find out people for myself.  But Lady Brandon treats her guests,The Picture of Dorian Gray
174,exactly as an auctioneer treats his goods.  She either explains them,The Picture of Dorian Gray
174,"entirely away, or tells one everything about them except what one wants",The Picture of Dorian Gray
174,"to know.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Poor Lady Brandon!  You are hard on her, Harry!"" said Hallward",The Picture of Dorian Gray
174,listlessly.,The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""My dear fellow, she tried to found a _salon_, and only succeeded in",The Picture of Dorian Gray
174,"opening a restaurant.  How could I admire her?  But tell me, what did",The Picture of Dorian Gray
174,"she say about Mr. Dorian Gray?""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Oh, something like, 'Charming boy--poor dear mother and I absolutely",The Picture of Dorian Gray
174,inseparable.  Quite forget what he does--afraid he--doesn't do,The Picture of Dorian Gray
174,"anything--oh, yes, plays the piano--or is it the violin, dear Mr.",The Picture of Dorian Gray
174,"Gray?'  Neither of us could help laughing, and we became friends at",The Picture of Dorian Gray
174,"once.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Laughter is not at all a bad beginning for a friendship, and it is far",The Picture of Dorian Gray
174,"the best ending for one,"" said the young lord, plucking another daisy.",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"Hallward shook his head.  ""You don't understand what friendship is,",The Picture of Dorian Gray
174,"Harry,"" he murmured--""or what enmity is, for that matter.  You like",The Picture of Dorian Gray
174,"every one; that is to say, you are indifferent to every one.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""How horribly unjust of you!"" cried Lord Henry, tilting his hat back",The Picture of Dorian Gray
174,"and looking up at the little clouds that, like ravelled skeins of",The Picture of Dorian Gray
174,"glossy white silk, were drifting across the hollowed turquoise of the",The Picture of Dorian Gray
174,"summer sky.  ""Yes; horribly unjust of you.  I make a great difference",The Picture of Dorian Gray
174,"between people.  I choose my friends for their good looks, my",The Picture of Dorian Gray
174,"acquaintances for their good characters, and my enemies for their good",The Picture of Dorian Gray
174,intellects.  A man cannot be too careful in the choice of his enemies.,The Picture of Dorian Gray
174,I have not got one who is a fool.  They are all men of some,The Picture of Dorian Gray
174,"intellectual power, and consequently they all appreciate me.  Is that",The Picture of Dorian Gray
174,"very vain of me?  I think it is rather vain.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I should think it was, Harry.  But according to your category I must",The Picture of Dorian Gray
174,"be merely an acquaintance.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""My dear old Basil, you are much more than an acquaintance.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""And much less than a friend.  A sort of brother, I suppose?""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Oh, brothers!  I don't care for brothers.  My elder brother won't die,",The Picture of Dorian Gray
174,"and my younger brothers seem never to do anything else.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Harry!"" exclaimed Hallward, frowning.",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""My dear fellow, I am not quite serious.  But I can't help detesting my",The Picture of Dorian Gray
174,relations.  I suppose it comes from the fact that none of us can stand,The Picture of Dorian Gray
174,other people having the same faults as ourselves.  I quite sympathize,The Picture of Dorian Gray
174,with the rage of the English democracy against what they call the vices,The Picture of Dorian Gray
174,"of the upper orders.  The masses feel that drunkenness, stupidity, and",The Picture of Dorian Gray
174,"immorality should be their own special property, and that if any one of",The Picture of Dorian Gray
174,"us makes an ass of himself, he is poaching on their preserves.  When",The Picture of Dorian Gray
174,"poor Southwark got into the divorce court, their indignation was quite",The Picture of Dorian Gray
174,magnificent.  And yet I don't suppose that ten per cent of the,The Picture of Dorian Gray
174,"proletariat live correctly.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""I don't agree with a single word that you have said, and, what is",The Picture of Dorian Gray
174,"more, Harry, I feel sure you don't either.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,Lord Henry stroked his pointed brown beard and tapped the toe of his,The Picture of Dorian Gray
174,"patent-leather boot with a tasselled ebony cane.  ""How English you are",The Picture of Dorian Gray
174,Basil!  That is the second time you have made that observation.  If one,The Picture of Dorian Gray
174,puts forward an idea to a true Englishman--always a rash thing to,The Picture of Dorian Gray
174,do--he never dreams of considering whether the idea is right or wrong.,The Picture of Dorian Gray
174,The only thing he considers of any importance is whether one believes,The Picture of Dorian Gray
174,"it oneself.  Now, the value of an idea has nothing whatsoever to do",The Picture of Dorian Gray
174,"with the sincerity of the man who expresses it.  Indeed, the",The Picture of Dorian Gray
174,"probabilities are that the more insincere the man is, the more purely",The Picture of Dorian Gray
174,"intellectual will the idea be, as in that case it will not be coloured",The Picture of Dorian Gray
174,"by either his wants, his desires, or his prejudices.  However, I don't",The Picture of Dorian Gray
174,"propose to discuss politics, sociology, or metaphysics with you.  I",The Picture of Dorian Gray
174,"like persons better than principles, and I like persons with no",The Picture of Dorian Gray
174,principles better than anything else in the world.  Tell me more about,The Picture of Dorian Gray
174,"Mr. Dorian Gray.  How often do you see him?""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""Every day.  I couldn't be happy if I didn't see him every day.  He is",The Picture of Dorian Gray
174,"absolutely necessary to me.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""How extraordinary!  I thought you would never care for anything but",The Picture of Dorian Gray
174,"your art.""",The Picture of Dorian Gray
174,,The Picture of Dorian Gray
174,"""He is all my art to me now,"" said the painter gravely.  ""I sometimes",The Picture of Dorian Gray
174,"think, Harry, that there are only two eras of any importance in the",The Picture of Dorian Gray
174,"world's history.  The first is the appearance of a new medium for art,",The Picture of Dorian Gray
174,and the second is the appearance of a new personality for art also.,The Picture of Dorian Gray
174,"What the invention of oil-painting was to the Venetians, the face of",The Picture of Dorian Gray
174,"Antinous was to late Greek sculpture, and the face of Dorian Gray will",The Picture of Dorian Gray
174,"some day be to me.  It is not merely that I paint from him, draw from",The Picture of Dorian Gray
174,"him, sketch from him.  Of course, I have done all that.  But he is much",The Picture of Dorian Gray
174,more to me than a model or a sitter.  I won't tell you that I am,The Picture of Dorian Gray
174,"dissatisfied with what I have done of him, or that his beauty is such",The Picture of Dorian Gray
174,"that art cannot express it.  There is nothing that art cannot express,",The Picture of Dorian Gray
174,"and I know that the work I have done, since I met Dorian Gray, is good",The Picture of Dorian Gray
174,"work, is the best work of my life.  But in some curious way--I wonder",The Picture of Dorian Gray
174,will you understand me?--his personality has suggested to me an,The Picture of Dorian Gray
174,"entirely new manner in art, an entirely new mode of style.  I see",The Picture of Dorian Gray
174,"things differently, I think of them differently.  I can now recreate",The Picture of Dorian Gray
174,life in a way that was hidden from me before.  'A dream of form in days,The Picture of Dorian Gray
174,of thought'--who is it who says that?  I forget; but it is what Dorian,The Picture of Dorian Gray
174,Gray has been to me.  The merely visible presence of this lad--for he,The Picture of Dorian Gray
174,"seems to me little more than a lad, though he is really over",The Picture of Dorian Gray
174,twenty--his merely visible presence--ah!  I wonder can you realize all,The Picture of Dorian Gray
174,that that means?  Unconsciously he defines for me the lines of a fresh,The Picture of Dorian Gray
